Listing Price (USD),"Length 
(ft)",Year,Draft(m),Displacement(t),Beam(m),Fuel capacity(L),Water tank(L),SA(m2)
0.134973638,48,2014,0.221276596,0.646253328,0.732240437,0.387279955,0.382678751,0.681122995
0.03655536,48,2015,0.221276596,0.646253328,0.732240437,0.387279955,0.382678751,0.681122995
0.147627417,48,2016,0.221276596,0.646253328,0.732240437,0.387279955,0.382678751,0.681122995
0.145518453,48,2016,0.221276596,0.646253328,0.732240437,0.387279955,0.382678751,0.681122995
0.052724077,48,2017,0.221276596,0.646253328,0.732240437,0.387279955,0.382678751,0.681122995
0.124780316,48,2014,0.221276596,0.646253328,0.732240437,0.387279955,0.382678751,0.681122995
0.117750439,39.5,2016,0.170212766,0.322936478,0.632513661,0.233957978,0.206445116,0.395454545
0.15254833,50,2008,0.106382979,0.391403576,0.81284153,0.27370812,0.392749245,0.577540107
0.147627417,50,2008,0.106382979,0.391403576,0.81284153,0.27370812,0.392749245,0.577540107
0.201054482,50,2015,0.063829787,0.397109167,0.733606557,0.216922203,0.191339376,0.577540107
0.018980668,43,2010,0.374468085,0.337809053,0.265027322,0.103350369,0.171198389,0.380802139
0.03655536,42,2008,0.50212766,0.33910232,0.25273224,0.063032368,0.16918429,0.290641711
0.033391916,40,2011,0.638297872,0.286268543,0.219945355,0.067007382,0.089123867,0.330374332
0.019191564,40,2011,0.255319149,0.313807531,0.222677596,0.103918228,0.171198389,0.247433155
0.057622496,45,2014,0.514893617,0.362761506,0.303278689,0.097103918,0.277945619,0.443636364
0.047100176,49,2011,0.446808511,0.490300494,0.346994536,0.216922203,0.483383686,0.50802139
0.059753954,54,2012,0.578723404,0.544389502,0.357923497,0.258375923,0.477844914,0.569358289
0.054130053,45,2014,0.531914894,0.43324458,0.303278689,0.131743328,0.256797583,0.483957219
0.073813708,40,2018,0.468085106,0.329783188,0.229508197,0.107893242,0.094662638,0.347272727
0.064674868,40,2018,0.468085106,0.329783188,0.229508197,0.107893242,0.094662638,0.347272727
0.053778559,46,2015,0.489361702,0.478889312,0.282786885,0.107893242,0.171198389,0.486363636
0.066432337,46,2016,0.489361702,0.478889312,0.282786885,0.107893242,0.171198389,0.486363636
0.026010545,38,2016,0.480851064,0.260174971,0.233606557,0.063600227,0.055387714,0.260427807
0.024604569,38,2016,0.480851064,0.260174971,0.233606557,0.063600227,0.055387714,0.260427807
0.040070299,38,2017,0.480851064,0.260174971,0.233606557,0.063600227,0.055387714,0.260427807
0.033040422,38,2017,0.480851064,0.260174971,0.233606557,0.063600227,0.055387714,0.260427807
0.038664323,40,2015,0.468085106,0.321034614,0.262295082,0.103350369,0.27693857,0.357219251
0.033040422,40,2015,0.468085106,0.321034614,0.262295082,0.103350369,0.27693857,0.357219251
0.040070299,40,2016,0.468085106,0.321034614,0.262295082,0.103350369,0.27693857,0.357219251
0.03655536,40,2016,0.468085106,0.321034614,0.262295082,0.103350369,0.27693857,0.357219251
0.040420035,40,2017,0.468085106,0.321034614,0.262295082,0.103350369,0.27693857,0.357219251
0.044639719,45,2015,0.514893617,0.362761506,0.303278689,0.097103918,0.277945619,0.443315508
0.054130053,45,2016,0.514893617,0.362761506,0.303278689,0.097103918,0.277945619,0.443315508
0.040070299,45,2016,0.514893617,0.362761506,0.303278689,0.097103918,0.277945619,0.443315508
0.050615114,45,2015,0.514893617,0.362761506,0.303278689,0.097103918,0.277945619,0.443315508
0.043585237,45,2015,0.514893617,0.362761506,0.303278689,0.097103918,0.277945619,0.443315508
0.052372583,45,2016,0.514893617,0.362761506,0.303278689,0.097103918,0.277945619,0.443315508
0.040421793,45,2016,0.514893617,0.362761506,0.303278689,0.097103918,0.277945619,0.443315508
0.085764499,48,2017,0.514893617,0.505363256,0.337431694,0.217490062,0.336858006,0.467486631
0.080843585,48,2018,0.514893617,0.505363256,0.337431694,0.217490062,0.336858006,0.467486631
0.043585237,40,2016,0.489361702,0.339672879,0.262295082,0.103918228,0.180765358,0.288663102
0.040070299,40,2016,0.489361702,0.339672879,0.262295082,0.103918228,0.180765358,0.288663102
0.064674868,40,2018,0.489361702,0.339672879,0.262295082,0.103918228,0.180765358,0.288663102
0.029876977,37,2015,0.404255319,0.2681628,0.214480874,0.103350369,0.181268882,0.219251337
0.029525483,37,2015,0.404255319,0.2681628,0.214480874,0.103350369,0.181268882,0.219251337
0.026010545,37,2015,0.404255319,0.2681628,0.214480874,0.103350369,0.181268882,0.219251337
0.056063269,40,2016,0.489361702,0.338151388,0.258196721,0.080068143,0.150050352,0.355721925
0.050615114,40,2017,0.489361702,0.338151388,0.258196721,0.080068143,0.150050352,0.355721925
0.082565905,44,2015,0.553191489,0.440852035,0.286885246,0.114707553,0.216515609,0.459839572
0.082249561,44,2015,0.553191489,0.440852035,0.286885246,0.114707553,0.216515609,0.459839572
0.033040422,39,2017,0.438297872,0.262837581,0.202185792,0.063032368,0.091137966,0.28368984
0.042179262,39,2018,0.438297872,0.262837581,0.202185792,0.063032368,0.091137966,0.28368984
0.040070299,39,2018,0.438297872,0.262837581,0.202185792,0.063032368,0.091137966,0.28368984
0.040070299,39,2018,0.438297872,0.262837581,0.202185792,0.063032368,0.091137966,0.28368984
0.050615114,39,2019,0.438297872,0.262837581,0.202185792,0.063032368,0.091137966,0.28368984
0.052724077,41,2019,0.489361702,0.298592621,0.233606557,0.103918228,0.155589124,0.315454545
0.096584183,42,2019,0.531914894,0.325256752,0.274590164,0.103918228,0.155589124,0.327379679
0,46,2016,0.54893617,0.410764549,0.301912568,0.124929018,0.298590131,0.405882353
0.050615114,46,2016,0.54893617,0.410764549,0.301912568,0.124929018,0.298590131,0.405882353
0.049208787,46,2016,0.54893617,0.410764549,0.301912568,0.124929018,0.298590131,0.405882353
0.057644991,50,2015,0.565957447,0.528337771,0.329234973,0.126064736,0.301107754,0.518181818
0.176080844,51,2018,0.557446809,0.528337771,0.326502732,0.124929018,0.30060423,0.518181818
0.201405975,55,2017,0.438297872,0.646253328,0.351092896,0.400340716,0.458710977,0.512192513
0.054130053,46,2016,0.54893617,0.410764549,0.301912568,0.126064736,0.29959718,0.169411765
0.054130053,50,2015,0.565957447,0.528337771,0.329234973,0.126064736,0.301107754,0.518181818
0.050615114,50,2015,0.565957447,0.528337771,0.329234973,0.126064736,0.301107754,0.518181818
0.075219684,51,2016,0.557446809,0.528337771,0.326502732,0.124929018,0.30060423,0.518663102
0.154406327,43.6,2015,0.085106383,0.410422214,0.699453552,0.256104486,0.367573011,0.283208556
0.154539192,44,2009,0.404255319,0.62723469,0.200819672,0.466780239,0.302114804,0.369518717
0.033282953,45,2007,0.506382979,0.467478129,0.288251366,0.109028961,0.171198389,0.475935829
0.317750439,52,2015,0.255319149,0.990110308,0.882513661,0.553094832,0.472306143,0.743208556
0.050790861,43,2008,0.29787234,0.337200456,0.25,0.103918228,0.171198389,0.373101604
0.049209139,43,2010,0.29787234,0.337200456,0.25,0.103918228,0.171198389,0.373101604
0.064674868,47,2009,0.468085106,0.401483454,0.269125683,0.103918228,0.256797583,0.345294118
0.071704745,49,2008,0.459574468,0.465462153,0.18852459,0.216922203,0.337361531,0.405882353
0.072056239,49,2010,0.319148936,0.473297832,0.303278689,0.12322544,0.273917422,0.496791444
0.075219684,44,2010,0.493617021,0.405058958,0.254098361,0.131743328,0.331319235,0.334385027
0.089595782,47,2009,0.612765957,0.465462153,0.271857923,0.170357751,0.397784491,0.410855615
0.05026362,42,2008,0.459574468,0.353328262,0.265027322,0.071550256,0.252769386,0.305026738
0.123725835,52,2008,0.787234043,0.710916698,0.359289617,0.202725724,0.336858006,0.622032086
0.022741652,38,2007,0.438297872,0.316089768,0.226775956,0.064735945,0.132930514,0.40144385
0.031634446,38,2009,0.438297872,0.316089768,0.226775956,0.064735945,0.132930514,0.401764706
0.071704745,50,2007,0.310638298,0.565614302,0.303278689,0.312322544,0.371097684,0.543529412
0.075219684,50,2009,0.310638298,0.565614302,0.303278689,0.312322544,0.371097684,0.543529412
0.026362039,40,2008,0.438297872,0.334347661,0.240437158,0.099375355,0.256797583,0.296096257
0.026362039,40,2009,0.438297872,0.334347661,0.240437158,0.099375355,0.256797583,0.296096257
0.07029877,45,2008,0.242553191,0.395207303,0.292349727,0.153321976,0.273917422,0.32342246
0.141300527,52,2007,0.276595745,0.761354127,0.326502732,0.634866553,0.561933535,0.522139037
0.063268893,40,2007,0.531914894,0.256713579,0.18442623,0.064735945,0.06998993,0.338823529
0.043585237,42,2007,0.50212766,0.33910232,0.25273224,0.063032368,0.16918429,0.290641711
0.03655536,39,2008,0.446808511,0.278432864,0.218579235,0.063032368,0.16918429,0.24197861
0.071704745,49,2007,0.510638298,0.482731076,0.370218579,0.124929018,0.342396777,0.394491979
0.089279438,42,2008,0.480851064,0.41369342,0.24726776,0.118682567,0.218529708,0.366149733
0.112478032,52,2007,0.438297872,0.66508178,0.31284153,0.236797274,0.208962739,0.484385027
0.066748682,46,2013,0.506382979,0.467478129,0.260928962,0.107893242,0.281470292,0.399946524
0.078734622,46,2014,0.506382979,0.467478129,0.260928962,0.107893242,0.281470292,0.399946524
0.038664323,40,2011,0.638297872,0.286268543,0.219945355,0.067007382,0.089123867,0.330374332
0.061335677,40,2013,0.468085106,0.321034614,0.262295082,0.103350369,0.27693857,0.357219251
0.061511424,40,2013,0.489361702,0.338151388,0.262295082,0.103350369,0.156092649,0.288770053
0.172231986,55,2014,0.536170213,0.634651959,0.364754098,0.217490062,0.172708963,0.629465241
0.06115993,43,2012,0.45106383,0.382655002,0.271857923,0.239068711,0.329305136,0.362192513
0.124657293,49,2012,0.531914894,0.581399772,0.352459016,0.225440091,0.27693857,0.588235294
0.11599297,49,2012,0.531914894,0.581399772,0.352459016,0.225440091,0.27693857,0.588235294
0.054130053,38,2012,0.480851064,0.267059719,0.233606557,0.080068143,0.094662638,0.245454545
0.038664323,39,2011,0.438297872,0.311525295,0.226775956,0.067007382,0.132930514,0.40144385
0.06115993,41,2012,0.489361702,0.300114112,0.233606557,0.103350369,0.156092649,0.320855615
0.053700176,43,2012,0.531914894,0.375427919,0.267759563,0.103918228,0.155589124,0.364652406
0.120913884,50,2014,0.565957447,0.528337771,0.329234973,0.126064736,0.301107754,0.518181818
0.139015817,53,2014,0.565957447,0.634842145,0.340163934,0.126064736,0.458207452,0.49197861
0.163093146,46,2011,0.514893617,0.499809814,0.267759563,0.290743896,0.367573011,0.509625668
0.057996485,38,2015,0.480851064,0.260174971,0.233606557,0.063600227,0.055387714,0.260427807
0.050931459,38,2015,0.480851064,0.260174971,0.233606557,0.063600227,0.055387714,0.260427807
0.054130053,38,2016,0.480851064,0.260174971,0.233606557,0.063600227,0.055387714,0.260427807
0.056239016,37,2017,0.480851064,0.260174971,0.233606557,0.063600227,0.055387714,0.260427807
0.061511424,38,2017,0.480851064,0.260174971,0.233606557,0.063600227,0.055387714,0.260427807
0.073462214,38,2019,0.480851064,0.260174971,0.233606557,0.063600227,0.055387714,0.260427807
0.07026362,40,2015,0.468085106,0.321034614,0.262295082,0.103350369,0.27693857,0.357219251
0.093110721,45,2015,0.514893617,0.362761506,0.303278689,0.097103918,0.277945619,0.443315508
0.145518453,45,2019,0.514893617,0.362761506,0.303278689,0.097103918,0.277945619,0.443315508
0.120913884,48,2016,0.787234043,0.710916698,0.359289617,0.202725724,0.336858006,0.622032086
0.07202109,38,2015,0.480851064,0.267059719,0.233606557,0.080068143,0.094662638,0.245454545
0.149033392,46,2019,0.531914894,0.408900723,0.303278689,0.131743328,0.256797583,0.442139037
0.054130053,37,2015,0.442553191,0.288702929,0.218579235,0.080068143,0.150050352,0.268770053
0.246572232,54,2018,0.617021277,0.558767592,0.337431694,0.148779103,0.30715005,0.539037433
0.082565905,41,2018,0.489361702,0.298592621,0.233606557,0.103918228,0.155589124,0.315454545
0.08857645,41,2019,0.489361702,0.298592621,0.233606557,0.103918228,0.155589124,0.315454545
0.307205624,54,2016,0.361702128,0.761049829,0.351092896,0.37649063,0.470292044,0.549465241
0.107205624,38,2015,0.468085106,0.284899201,0.183060109,0.103350369,0.140986908,0.334224599
0.102636204,53,2006,0.595744681,0.532141499,0.355191257,0.415672913,0.216515609,0.715882353
0.03655536,39,2006,0.404255319,0.269494104,0.228142077,0.114707553,0.155589124,0.22657754
0.04745167,44,2005,0.480851064,0.346861925,0.229508197,0.103918228,0.189828802,0.421818182
0.03655536,44,2005,0.480851064,0.346861925,0.229508197,0.103918228,0.189828802,0.421818182
0.089595782,49,2007,0.612765957,0.523773298,0.292349727,0.124929018,0.262336354,0.501764706
0.064674868,47,2006,0.319148936,0.418486116,0.278688525,0.112436116,0.412890232,0.36315508
0.029841828,38,2006,0.459574468,0.203195131,0.18442623,0.045428734,0.123363545,0.297112299
0.035114236,38,2006,0.459574468,0.203195131,0.18442623,0.045428734,0.123363545,0.297112299
0.054446397,46,2005,0.242553191,0.440053252,0.271857923,0.204997161,0.325276939,0.372139037
0.026362039,40,2006,0.438297872,0.334347661,0.240437158,0.067007382,0.180765358,0.369625668
0.030579965,40,2005,0.438297872,0.334347661,0.240437158,0.099375355,0.256797583,0.296096257
0.040070299,44,2005,0.438297872,0.386953214,0.265027322,0.090857467,0.226082578,0.366631016
0.056239016,45,2006,0.242553191,0.395359452,0.292349727,0.153321976,0.273917422,0.32342246
0.052724077,40,2005,0.531914894,0.256713579,0.18442623,0.064735945,0.06998993,0.338823529
0.050615114,40,2006,0.531914894,0.256713579,0.18442623,0.064735945,0.06998993,0.338823529
0.101933216,49,2005,0.510638298,0.482731076,0.370218579,0.124929018,0.342396777,0.394491979
0.022495606,42,2006,0.361702128,0.349562571,0.233606557,0.107893242,0.171198389,0.366149733
0.049818278,39,2008,0.063829787,0.281095474,0.606557377,0.143100511,0.256797583,0.28342246
0.093167311,41,2008,0.136170213,0.276531,0.711748634,0.159568427,0.165156093,0.311016043
0.093042179,41,2008,0.136170213,0.276531,0.711748634,0.159568427,0.165156093,0.311016043
0.088893497,41,2008,0.136170213,0.276531,0.711748634,0.159568427,0.165156093,0.311016043
0.088773286,41,2008,0.136170213,0.276531,0.711748634,0.159568427,0.165156093,0.311016043
0.050615114,43,2010,0.374468085,0.337809053,0.265027322,0.103350369,0.171198389,0.380802139
0.071704745,47,2008,0.595744681,0.463674401,0.297814208,0.131743328,0.180765358,0.49828877
0.098418278,42,2008,0.480851064,0.41369342,0.24726776,0.118682567,0.218529708,0.366149733
0.10685413,45,2009,0.310638298,0.41369342,0.275956284,0.161839864,0.371097684,0.377593583
0.06115993,47,2011,0.468085106,0.401483454,0.269125683,0.103918228,0.256797583,0.345294118
0.107170475,44,2013,0.553191489,0.429516927,0.284153005,0.105621806,0.210976838,0.41486631
0.138488576,46,2010,0.438297872,0.477329783,0.260928962,0.204997161,0.371097684,0.490374332
0.084358524,49,2010,0.510638298,0.509319133,0.301912568,0.126064736,0.301107754,0.44973262
0.084358524,46,2014,0.404255319,0.558767592,0.285519126,0.143100511,0.29204431,0.443850267
0.151142355,44,2012,0.574468085,0.399011031,0.25273224,0.160136286,0.140986908,0.411764706
0.168717047,55,2015,0.536170213,0.710916698,0.359289617,0.202725724,0.336858006,0.622032086
0.18629174,44,2016,0.574468085,0.36858121,0.267759563,0.103350369,0.161127895,0.422459893
0.033390158,43,2005,0.319148936,0.336059338,0.226775956,0.103350369,0.26183283,0.336363636
0.017574692,38,2006,0.438297872,0.316089768,0.226775956,0.064735945,0.132930514,0.40144385
0.017912478,38,2006,0.438297872,0.316089768,0.226775956,0.064735945,0.132930514,0.40144385
0.120444288,41,2018,0.072340426,0.338151388,0.606557377,0.216922203,0.392749245,0.472727273
0.153013708,41,2019,0.072340426,0.338151388,0.606557377,0.216922203,0.392749245,0.472727273
0.14660246,41,2019,0.072340426,0.338151388,0.606557377,0.216922203,0.392749245,0.472727273
0.146427065,41,2019,0.072340426,0.338151388,0.606557377,0.216922203,0.392749245,0.472727273
0.12796696,41,2019,0.072340426,0.338151388,0.606557377,0.216922203,0.392749245,0.472727273
0.189330404,44.6,2019,0.114893617,0.440852035,0.702185792,0.444065872,0.392749245,0.71657754
0.189122671,44.6,2019,0.114893617,0.440852035,0.702185792,0.444065872,0.392749245,0.71657754
0.180526186,44.6,2019,0.114893617,0.440852035,0.702185792,0.444065872,0.392749245,0.71657754
0.041720211,38,2006,0.063829787,0.277291746,0.556010929,0.103350369,0.256797583,0.326203209
0.035804569,38,2006,0.063829787,0.277291746,0.556010929,0.103350369,0.256797583,0.326203209
0.035753603,38,2006,0.063829787,0.277291746,0.556010929,0.103350369,0.256797583,0.326203209
0.033457996,38,2006,0.063829787,0.277291746,0.556010929,0.103350369,0.256797583,0.326203209
0.030979965,38,2006,0.063829787,0.277291746,0.556010929,0.103350369,0.256797583,0.326203209
0.052570123,39,2011,0.106382979,0.338151388,0.607923497,0.160136286,0.256797583,0.379679144
0.043594376,39,2011,0.106382979,0.338151388,0.607923497,0.160136286,0.256797583,0.379679144
0.104661863,39,2013,0.106382979,0.338151388,0.607923497,0.160136286,0.256797583,0.379679144
0.077613708,39,2013,0.106382979,0.338151388,0.607923497,0.160136286,0.256797583,0.379679144
0.112043937,39,2016,0.106382979,0.338151388,0.591530055,0.159568427,0.256797583,0.219090909
0.112043937,39,2017,0.106382979,0.338151388,0.591530055,0.159568427,0.256797583,0.219090909
0.112043937,39,2017,0.106382979,0.338151388,0.591530055,0.159568427,0.256797583,0.219090909
0.312684359,49,2018,0.127659574,0.588056295,0.780054645,0.522998296,0.342396777,0.550481283
0.312684359,49,2018,0.127659574,0.588056295,0.780054645,0.522998296,0.342396777,0.550481283
0.095062917,47,2009,0.063829787,0.494104222,0.740437158,0.387279955,0.342396777,0.647058824
0.075644288,38.4,2014,0.136170213,0.443514644,0.616120219,0.217490062,0.291037261,0.314973262
0.101504745,38.4,2017,0.136170213,0.443514644,0.616120219,0.217490062,0.291037261,0.314973262
0.135906503,38.5,2018,0.170212766,0.413845569,0.612021858,0.216922203,0.140986908,0.320855615
0.1357529,38.5,2018,0.170212766,0.413845569,0.612021858,0.216922203,0.140986908,0.320855615
0.148728295,38.5,2019,0.170212766,0.413845569,0.612021858,0.216922203,0.140986908,0.320855615
0.148561687,38.5,2019,0.170212766,0.413845569,0.612021858,0.216922203,0.140986908,0.320855615
0.131483304,38.5,2019,0.170212766,0.413845569,0.612021858,0.216922203,0.140986908,0.320855615
0.131368717,38.5,2019,0.170212766,0.413845569,0.612021858,0.216922203,0.140986908,0.320855615
0.16564007,42.5,2017,0.170212766,0.285279574,0.632513661,0.161839864,0.295065458,0.465026738
0.16549877,42.5,2017,0.170212766,0.285279574,0.632513661,0.161839864,0.295065458,0.465026738
0.150696661,42.5,2017,0.170212766,0.285279574,0.632513661,0.161839864,0.295065458,0.465026738
0.150566608,42.5,2017,0.170212766,0.285279574,0.632513661,0.161839864,0.295065458,0.465026738
0.146300527,42.5,2017,0.170212766,0.285279574,0.632513661,0.161839864,0.295065458,0.465026738
0.14573638,42.5,2017,0.170212766,0.285279574,0.632513661,0.161839864,0.295065458,0.465026738
0.145572935,42.5,2017,0.170212766,0.285279574,0.632513661,0.161839864,0.295065458,0.465026738
